,MSE,MAE
GEN,0.3066315468209001,0.42145364578456096
GNRC,219.35016743178565,11.621917411072614
GD,33.55100384591728,4.869817550868204
GIS,2.136461579198698,1.0992380690901247
GM,1.6958807588515599,1.064362734964449
GPC,30.865890311349936,4.677183908958957
GILD,2.2131794786727794,1.0503860369120563
GPN,20.144255514965113,3.3444702461974263
GL,6.663874167159169,2.0650808778527665
GDDY,5.862407817201903,1.9752220780882117
GS,93.44781056230201,7.531909263297303
HAL,2.5770988025068533,1.2506160997364624
HIG,2.643236799551432,1.3176182002237398
HAS,4.658459462379728,1.759077986625776
HCA,72.94157786790463,6.908933456629924
DOC,0.4007517318548534,0.477552740541223
HSIC,3.1486451466039957,1.3700290836700022
HSY,25.154994688095684,4.256680423266267
HES,34.88803876849245,4.548661689235739
HPE,0.11780655894607331,0.27883986250994947
HLT,15.614034405604087,3.105353891033015
HOLX,3.573682898628024,1.4455375671386717
HD,82.29117435551159,7.494831241973459
HON,30.977078814600116,4.649673984475331
HRL,0.47207776068036794,0.5002629528306934
HST,0.2508880044884566,0.38320354566182174
HWM,1.14103817982365,0.8296535309046915
HPQ,0.9606646138845587,0.7563361076459495
HUBB,79.77588664630444,7.3293410000735735
HUM,171.68961382057668,10.854725040801585
HBAN,0.13865829996401685,0.2985296184069491
HII,54.89500637891961,6.415845374538472
IBM,6.58711643295588,2.1005245888069863
IEX,27.15882071358319,4.238059265972819
IDXX,256.02906972603654,12.435178991866442
ITW,31.812559716712855,4.392369936590325
INCY,3.2777053605819324,1.416190892049711
IR,2.565381365585718,1.2789278683597098
PODD,135.63356913178708,8.784941581830585
INTC,0.9610560868137102,0.8059786574481284
ICE,5.3341604531479545,1.923254248214095
IFF,11.69969530638279,2.617561967405555
IP,1.645382045473974,0.9223629938413019
IPG,0.8438080312363586,0.7428053372526822
INTU,258.6477192015425,13.335054998528468
ISRG,66.15953497397425,6.546360904223298
IVZ,0.5224676749845671,0.5715867329950204
INVH,1.4396227803343409,0.9618225358936885
IQV,63.908948803263094,6.390540972147902
IRM,2.864325937702083,1.1949028903490875
JBHT,20.07590773143033,3.6046684996722496
JBL,4.227891465414286,1.6649198924025448
JKHY,13.870506094487961,2.7430223438837755
J,11.684173653370705,2.7492095215679857
JNJ,5.995605992697084,1.9282336300366534
JCI,4.097204630953669,1.6254110466944032
JPM,12.548563294326367,2.7529441101910304
JNPR,0.6628633763886863,0.6830108198401049
K,1.0638112672433189,0.8015626881220572
KDP,0.4407653618807872,0.5236476480144345
KEY,0.3049254048019563,0.4414836151959145
KEYS,20.55710864367206,3.7844382508160317
KMB,6.670804200458339,2.0949627079375794
KIM,0.3310345754945136,0.4524074711211742
KMI,0.2435381832747225,0.4221455299690978
KKR,4.210714547194011,1.5984158973171287
KLAC,222.61614009293976,11.988737341475813
KHC,0.610748429684812,0.6344542568677092
KR,1.7742069851397186,1.0916238810918106
LHX,48.42220221873858,5.759509569978062
LH,58.77629293377947,6.172938934744221
LRCX,533.3651848835809,18.913020512829096
LW,2.371822539581008,1.2240859253765786
LVS,2.8397251649360573,1.3161404100182936
LDOS,4.10070117655942,1.7042947534012465
LEN,8.56177702360683,2.323282607614178
LLY,118.44899165623323,9.058133269009526
LIN,67.40220040771855,6.651797777985873
LYV,15.511778724517002,3.083050558011829
LKQ,1.9259329070968036,1.0766290899825424
LMT,92.84095989386488,7.359613915012305
L,2.900604654039828,1.3595615805011907
LOW,39.688562354607164,5.141286249030128
LULU,189.32468877806747,10.4664850104345
LYB,6.879165668264572,2.0348665420323204
MTB,21.625919430626695,3.396456679252729
MRO,7.654536214400451,2.2945717981416887
MPC,18.78249305763683,3.154754534159621
MKTX,70.98015318183097,6.393256723064269
MAR,37.12377947185042,5.077352758956282
MMC,12.479387096357405,2.837972667119274
MLM,94.57413356361451,8.100020108157642
MAS,3.4829097607426975,1.42995646228529
MA,63.851984509604996,6.569210731819885
MTCH,24.61260780864152,4.1749875316881155
MKC,4.417961760859439,1.7414773392350706
MCD,27.55404451265867,4.328010245545269
MCK,119.31549613381269,8.637964745090432
MDT,3.2320928198348393,1.4059535509919467
MRK,1.69023602140377,1.0315153043564047
META,81.6096301418813,6.856626170955292
MET,2.268676225429085,1.175126062680597
MTD,2270.6861142495723,39.40642056399829
MGM,2.579491123476581,1.2408463856945302
MCHP,8.14186168122799,2.2656054562085295
MU,6.5866028741276175,2.044106182986743
MSFT,73.43588238586163,6.950397230174445
MAA,17.651058777709082,3.4657978423654217
MRNA,82.63678226084929,7.0153873391347386
MHK,20.025654530919336,3.4149853954576463
MOH,95.31688459430765,8.14508464238415
TAP,0.8090325295671985,0.6700156747478333
MDLZ,2.6361097038386845,1.410956526455814
MPWR,412.8184094973393,16.522690028360444
MNST,1.9672313570001079,1.173197184523491
MCO,101.60237387742383,8.04321613050487
MS,11.85167053121993,2.813431465462463
MOS,6.104197186109095,2.0100925915861776
MSI,37.64612639392569,5.044685572794039
MSCI,273.3233348405155,13.13291638518033
NDAQ,4.177709015695577,1.597403670010501
NTAP,4.397728197387724,1.6854340801500294
NFLX,226.56191437544575,11.524885517277129
NEM,3.376083775611844,1.4314355719579408
NWSA,0.3356640438343414,0.4638744445696271
NWS,0.24196920396337337,0.3843405148754382
NEE,3.7962121790648147,1.5038769865689212
NKE,16.16451851464489,3.1534069531584445
NI,0.6750740790734673,0.6729889961138164
NDSN,89.03617526203941,8.237608609134204
NSC,45.82078955803792,5.487163595957299
NTRS,6.2866885480857695,1.9313930877267502
NOC,192.7519916396409,11.218877504949697
NCLH,1.0713473191335652,0.8063133056849651
NRG,2.094635414774854,1.0216726146332207
NUE,36.311982550779476,4.96122344552654
NVDA,0.6717591293395283,0.6765800502202283
NVR,17012.023750492965,98.93022260273973
NXPI,55.587677241430605,6.157310172303082
ORLY,244.98059246737552,11.9448405226616
OXY,7.780243630882804,2.1393203735351562
ODFL,22.353761612302915,3.8926388466194886
OMC,2.2509661533732053,1.1795425676319693
ON,10.601891147530734,2.658668204529645
OKE,3.981377695637182,1.6322468012979594
ORCL,5.17774356401598,1.9267185681486783
PCAR,1.5151248143829188,1.0049893104866758
PKG,12.728362623191906,2.6275344744120557
PANW,65.99992105045544,6.400572267297201
PARA,2.1069693142410326,1.2077591059959099
PH,169.34207469177883,11.297424838967519
PAYX,10.519796799720831,2.729330298018783
PAYC,236.08663649149622,12.8182237180945
PYPL,19.142567326614163,3.432305584215138
PNR,1.9003827630543015,1.1034218252521673
PEP,7.402247324636946,2.1669852896912456
PFE,0.9108900527394267,0.7340228198325798
PCG,0.2665183968361718,0.39155267689326045
PM,3.950295556298765,1.575107783487398
PSX,10.634910615232025,2.659487685112104
PNW,1.3940656628270918,0.9137332080161735
PNC,16.305674046218996,3.114887916878478
POOL,222.0248553260639,11.731231480428624
PPG,15.178123915978246,3.0035331935098744
PPL,0.7431077323769748,0.711076658066005
PFG,5.39867602658949,1.8090759956673388
PG,8.159516316859294,2.301234728669467
PGR,15.610588229463065,3.376916441198898
PLD,14.260175893963101,2.726079392106565
PRU,17.97218749056887,3.6682145105649338
PEG,2.80920262525814,1.3119879944683752
PTC,16.470032627291644,3.2287611242843
PSA,62.21282090938472,6.537731431934931
PHM,2.0074790089813983,1.1029842063172224
QRVO,18.819836211773527,3.438621102947079
PWR,23.581454669164447,3.9828947929486835
QCOM,26.29598271788085,4.173690482361676
DGX,10.161658896489326,2.534303900313704
RL,9.972880301904967,2.5007439704790504
RJF,10.366960719335433,2.5184826785570964
RTX,3.5172680019307707,1.488544568623581
O,1.132556801994848,0.8526312161798343
REG,2.7446375365729034,1.3647020418350013
REGN,511.0124414767815,14.975108525524401
RF,0.3945038024444142,0.5226415869307844
RSG,10.906278359292678,2.655856041059102
RMD,46.969042601870804,5.512311125454841
RVTY,35.194257518347534,4.709991037029109
ROK,78.4810866012432,6.814700087455853
ROL,1.2869883114195195,0.9505760375767538
ROP,186.8968014804047,11.105067631969714
ROST,7.572193144081075,2.028570462579597
RCL,8.847698438463215,2.1798822847131185
SPGI,106.34652547628863,8.151005157052655
CRM,67.3700409714469,6.544168446161976
SBAC,96.09039247648037,7.682701424376606
SLB,3.57364923351307,1.4168623440886197
STX,7.406149854419389,2.200479455190163
SRE,3.267081822048991,1.5158418106706175
NOW,496.77069110232617,17.533490951747112
SHW,75.18384497117866,6.73227649845489
SPG,50.00173550393076,6.513502930941643
SWKS,11.965507528377849,2.735772642370773
SJM,5.8938708572994525,1.9471432411507381
SNA,39.98369644381176,4.941528842873769
SO,3.9087686308650427,1.6421760141033015
LUV,1.8922498677296822,1.0064471127235726
SWK,36.02145549230124,5.049101424543825
SBUX,5.161177775525162,1.7561605793156039
STT,4.41389100436069,1.6710567474365239
STLD,22.204808519543285,3.8356947441623634
STE,40.33313749298255,5.235060704897527
SYK,43.7384090272882,5.192139089924013
SMCI,14.878139742148758,3.1330398664082577
SYF,1.7624852394984705,1.0323626766466114
SNPS,142.16771010474037,9.157934737532106
SYY,7.776759960103783,2.3823872918952
TMUS,14.582439926013985,2.906463570790748
TROW,23.41961262648772,3.578200771384043
TTWO,25.316273473739816,3.890627194757331
TPR,1.2106050517074303,0.8808442076591598
TRGP,9.118150285985966,2.2282573229646028
TGT,27.683496487183394,4.2569471385380995
TEL,19.42902713230881,3.617594366204248
TDY,101.52474923690855,8.338546961954194
TFX,219.52745662534235,12.641447302413313
TER,20.535553701180877,3.555212621819483
TSLA,199.73849330487823,11.598148293691137
TXN,24.44898920408163,4.03143174680945
TXT,3.059268661963373,1.3450589898514425
TMO,327.50389546309657,14.741401776875534
TJX,2.51825776484714,1.3014165538631075
TSCO,35.326485764173086,4.803105498013434
TT,14.859703812250638,3.1069180214241756
TDG,262.05412026330805,12.39633868491813
TRV,10.7682857637434,2.5704770022875647
TRMB,6.812399996485642,2.1241899777765134
TFC,1.8606459865010063,1.0614904638839096
TYL,213.36181438704065,11.646463472549229
TSN,1.8046653116751208,1.0042696129785824
USB,1.268337942126318,0.8833433961215085
UBER,1.8178182097521347,1.0465117937897979
UDR,1.2523727499426793,0.8924240478097576
ULTA,133.32511121218334,9.268785032507493
UNP,37.209438162402876,4.954489511986301
UAL,4.893653874641068,1.8518733847631168
UPS,23.952856173647945,4.0825079303898235
URI,145.28391746947807,9.25743050771217
UNH,228.67698290524368,12.585820028226669
UHS,15.912415232861807,2.9473108788059177
VLO,43.130612781719044,4.58629435709078
VTR,3.484912077060456,1.5699445646103107
VRSN,23.918157319311838,3.8482038942101884
VRSK,21.898734095938536,3.798402864639073
VZ,2.312880172424616,1.2757060168540642
VRTX,54.339069696326696,5.677614081395818
VTRS,0.17389944049357647,0.3529221129744019
VICI,1.2843777118775743,1.0237411472895372
V,21.610974466777414,3.7403162080947676
VST,0.46044343505757906,0.5281346856731258
VMC,16.414397575104708,3.3988553399909027
WRB,2.1005993736450357,1.1888792743421581
GWW,297.8704258386136,13.67262602505619
WAB,5.984940670588139,1.9405494062867878
WBA,1.1213938424539702,0.8571850894248649
WMT,0.6637510727092896,0.6409784343144662
DIS,19.48232647860566,3.417994982575717
WBD,0.5309259458282861,0.5554868685056085
WM,10.849866987520203,2.6778814237411708
WAT,110.1021502245575,8.65741510260595
WEC,3.927594268019549,1.56602577313985
WFC,1.7968567335592023,1.0114794430667406
WELL,5.970068131861049,2.0260802752351106
WST,179.91270010335995,10.814408811804372
WDC,2.5898862293547293,1.301669329813082
WY,1.098883546975716,0.7803321080665068
WMB,1.4432459651230252,0.8963818354149385
WTW,16.06836853983767,3.2481912064225704
WYNN,12.145767083865378,2.7140958080553026
XEL,2.626654743283115,1.2798675641621635
XYL,7.511601407840781,2.2764031397153257
YUM,5.678097957968857,1.9514123054399886
ZBRA,226.44515382101892,11.453256162878585
ZBH,4.737536689382974,1.7674472756581756
ZTS,30.296304813008877,4.44890437714041
